1
179,357,713,1425,2849,5697,11393,22785,45569,91137,182273,364545,204802,409603,294918,65548,131095,262189,90
183,365,729,1457,2913,5825,11649,23297,46593,93185,186369,372737,221186,442371,360454,196620,393239,262190,92
187,373,745,1489,2977,5953,11905,23809,47617,95233,190465,380929,237570,475139,425990,327692,131096,262191,94
191,381,761,1521,3041,6081,12161,24321,48641,97281,194561,389121,253954,507907,491526,458764,393240,262192,96
195,389,777,1553,3105,6209,12417,24833,49665,99329,198657,397313,270338,16388,32775,65549,131097,262193,98
199,397,793,1585,3169,6337,12673,25345,50689,101377,202753,405505,286722,49156,98311,196621,393241,262194,100
203,405,809,1617,3233,6465,12929,25857,51713,103425,206849,413697,303106,81924,163847,327693,131098,262195,102
207,413,825,1649,3297,6593,13185,26369,52737,105473,210945,421889,319490,114692,229383,458765,393242,262196,104
211,421,841,1681,3361,6721,13441,26881,53761,107521,215041,430081,335874,147460,294919,65550,131099,262197,106
215,429,857,1713,3425,6849,13697,27393,54785,109569,219137,438273,352258,180228,360455,196622,393243,262198,108
219,437,873,1745,3489,6977,13953,27905,55809,111617,223233,446465,368642,212996,425991,327694,131100,262199,110
223,445,889,1777,3553,7105,14209,28417,56833,113665,227329,454657,385026,245764,491527,458766,393244,262200,112
227,453,905,1809,3617,7233,14465,28929,57857,115713,231425,462849,401410,278532,32776,65551,131101,262201,114
231,461,921,1841,3681,7361,14721,29441,58881,117761,235521,471041,417794,311300,98312,196623,393245,262202,116
235,469,937,1873,3745,7489,14977,29953,59905,119809,239617,479233,434178,344068,163848,327695,131102,262203,118
239,477,953,1905,3809,7617,15233,30465,60929,121857,243713,487425,450562,376836,229384,458767,393246,262204,120
243,485,969,1937,3873,7745,15489,30977,61953,123905,247809,495617,466946,409604,294920,65552,131103,262205,122
247,493,985,1969,3937,7873,15745,31489,62977,125953,251905,503809,483330,442372,360456,196624,393247,262206,124
251,501,1001,2001,4001,8001,16001,32001,64001,128001,256001,512001,499714,475140,425992,327696,131104,262207,126
255,509,1017,2033,4065,8129,16257,32513,65025,130049,260097,520193,516098,507908,491528,458768,393248,262208,128
259,517,1033,2065,4129,8257,16513,33025,66049,132097,264193,4098,8195,16389,32777,65553,131105,262209,130
263,525,1049,2097,4193,8385,16769,33537,67073,134145,268289,12290,24579,49157,98313,196625,393249,262210,132
267,533,1065,2129,4257,8513,17025,34049,68097,136193,272385,20482,40963,81925,163849,327697,131106,262211,134
271,541,1081,2161,4321,8641,17281,34561,69121,138241,276481,28674,57347,114693,229385,458769,393250,262212,136
275,549,1097,2193,4385,8769,17537,35073,70145,140289,280577,36866,73731,147461,294921,65554,131107,262213,138
279,557,1113,2225,4449,8897,17793,35585,71169,142337,284673,45058,90115,180229,360457,196626,393251,262214,140
283,565,1129,2257,4513,9025,18049,36097,72193,144385,288769,53250,106499,212997,425993,327698,131108,262215,142
287,573,1145,2289,4577,9153,18305,36609,73217,146433,292865,61442,122883,245765,491529,458770,393252,262216,144
291,581,1161,2321,4641,9281,18561,37121,74241,148481,296961,69634,139267,278533,32778,65555,131109,262217,146
295,589,1177,2353,4705,9409,18817,37633,75265,150529,301057,77826,155651,311301,98314,196627,393253,262218,148
299,597,1193,2385,4769,9537,19073,38145,76289,152577,305153,86018,172035,344069,163850,327699,131110,262219,150
303,605,1209,2417,4833,9665,19329,38657,77313,154625,309249,94210,188419,376837,229386,458771,393254,262220,152
307,613,1225,2449,4897,9793,19585,39169,78337,156673,313345,102402,204803,409605,294922,65556,131111,262221,154
311,621,1241,2481,4961,9921,19841,39681,79361,158721,317441,110594,221187,442373,360458,196628,393255,262222,156
315,629,1257,2513,5025,10049,20097,40193,80385,160769,321537,118786,237571,475141,425994,327700,131112,262223,158
319,637,1273,2545,5089,10177,20353,40705,81409,162817,325633,126978,253955,507909,491530,458772,393256,262224,160
323,645,1289,2577,5153,10305,20609,41217,82433,164865,329729,135170,270339,16390,32779,65557,131113,262225,162
327,653,1305,2609,5217,10433,20865,41729,83457,166913,333825,143362,286723,49158,98315,196629,393257,262226,164
331,661,1321,2641,5281,10561,21121,42241,84481,168961,337921,151554,303107,81926,163851,327701,131114,262227,166
335,669,1337,2673,5345,10689,21377,42753,85505,171009,342017,159746,319491,114694,229387,458773,393258,262228,168
339,677,1353,2705,5409,10817,21633,43265,86529,173057,346113,167938,335875,147462,294923,65558,131115,262229,170
343,685,1369,2737,5473,10945,21889,43777,87553,175105,350209,176130,352259,180230,360459,196630,393259,262230,172
347,693,1385,2769,5537,11073,22145,44289,88577,177153,354305,184322,368643,212998,425995,327702,131116,262231,174
351,701,1401,2801,5601,11201,22401,44801,89601,179201,358401,192514,385027,245766,491531,458774,393260,262232,176
355,709,1417,2833,5665,11329,22657,45313,90625,181249,362497,200706,401411,278534,32780,65559,131117,262233,178
359,717,1433,2865,5729,11457,22913,45825,91649,183297,366593,208898,417795,311302,98316,196631,393261,262234,180
363,725,1449,2897,5793,11585,23169,46337,92673,185345,370689,217090,434179,344070,163852,327703,131118,262235,182
367,733,1465,2929,5857,11713,23425,46849,93697,187393,374785,225282,450563,376838,229388,458775,393262,262236,184
371,741,1481,2961,5921,11841,23681,47361,94721,189441,378881,233474,466947,409606,294924,65560,131119,262237,186
375,749,1497,2993,5985,11969,23937,47873,95745,191489,382977,241666,483331,442374,360460,196632,393263,262238,188
379,757,1513,3025,6049,12097,24193,48385,96769,193537,387073,249858,499715,475142,425996,327704,131120,262239,190
383,765,1529,3057,6113,12225,24449,48897,97793,195585,391169,258050,516099,507910,491532,458776,393264,262240,192
387,773,1545,3089,6177,12353,24705,49409,98817,197633,395265,266242,8196,16391,32781,65561,131121,262241,194
391,781,1561,3121,6241,12481,24961,49921,99841,199681,399361,274434,24580,49159,98317,196633,393265,262242,196
395,789,1577,3153,6305,12609,25217,50433,100865,201729,403457,282626,40964,81927,163853,327705,131122,262243,198
399,797,1593,3185,6369,12737,25473,50945,101889,203777,407553,290818,57348,114695,229389,458777,393266,262244,200
403,805,1609,3217,6433,12865,25729,51457,102913,205825,411649,299010,73732,147463,294925,65562,131123,262245,202
407,813,1625,3249,6497,12993,25985,51969,103937,207873,415745,307202,90116,180231,360461,196634,393267,262246,204
411,821,1641,3281,6561,13121,26241,52481,104961,209921,419841,315394,106500,212999,425997,327706,131124,262247,206
415,829,1657,3313,6625,13249,26497,52993,105985,211969,423937,323586,122884,245767,491533,458778,393268,262248,208
419,837,1673,3345,6689,13377,26753,53505,107009,214017,428033,331778,139268,278535,32782,65563,131125,262249,210
423,845,1689,3377,6753,13505,27009,54017,108033,216065,432129,339970,155652,311303,98318,196635,393269,262250,212
427,853,1705,3409,6817,13633,27265,54529,109057,218113,436225,348162,172036,344071,163854,327707,131126,262251,214
431,861,1721,3441,6881,13761,27521,55041,110081,220161,440321,356354,188420,376839,229390,458779,393270,262252,216
435,869,1737,3473,6945,13889,27777,55553,111105,222209,444417,364546,204804,409607,294926,65564,131127,262253,218
439,877,1753,3505,7009,14017,28033,56065,112129,224257,448513,372738,221188,442375,360462,196636,393271,262254,220
443,885,1769,3537,7073,14145,28289,56577,113153,226305,452609,380930,237572,475143,425998,327708,131128,262255,222
447,893,1785,3569,7137,14273,28545,57089,114177,228353,456705,389122,253956,507911,491534,458780,393272,262256,224
451,901,1801,3601,7201,14401,28801,57601,115201,230401,460801,397314,270340,16392,32783,65565,131129,262257,226
455,909,1817,3633,7265,14529,29057,58113,116225,232449,464897,405506,286724,49160,98319,196637,393273,262258,228
459,917,1833,3665,7329,14657,29313,58625,117249,234497,468993,413698,303108,81928,163855,327709,131130,262259,230
463,925,1849,3697,7393,14785,29569,59137,118273,236545,473089,421890,319492,114696,229391,458781,393274,262260,232
467,933,1865,3729,7457,14913,29825,59649,119297,238593,477185,430082,335876,147464,294927,65566,131131,262261,234
471,941,1881,3761,7521,15041,30081,60161,120321,240641,481281,438274,352260,180232,360463,196638,393275,262262,236
475,949,1897,3793,7585,15169,30337,60673,121345,242689,485377,446466,368644,213000,425999,327710,131132,262263,238
479,957,1913,3825,7649,15297,30593,61185,122369,244737,489473,454658,385028,245768,491535,458782,393276,262264,240
483,965,1929,3857,7713,15425,30849,61697,123393,246785,493569,462850,401412,278536,32784,65567,131133,262265,242
487,973,1945,3889,7777,15553,31105,62209,124417,248833,497665,471042,417796,311304,98320,196639,393277,262266,244
491,981,1961,3921,7841,15681,31361,62721,125441,250881,501761,479234,434180,344072,163856,327711,131134,262267,246
495,989,1977,3953,7905,15809,31617,63233,126465,252929,505857,487426,450564,376840,229392,458783,393278,262268,248
499,997,1993,3985,7969,15937,31873,63745,127489,254977,509953,495618,466948,409608,294928,65568,131135,262269,250
503,1005,2009,4017,8033,16065,32129,64257,128513,257025,514049,503810,483332,442376,360464,196640,393279,262270,252
507,1013,2025,4049,8097,16193,32385,64769,129537,259073,518145,512002,499716,475144,426000,327712,131136,262271,254
511,1021,2041,4081,8161,16321,32641,65281,130561,261121,522241,520194,516100,507912,491536,458784,393280,262272,256
515,1029,2057,4113,8225,16449,32897,65793,131585,263169,2050,4099,8197,16393,32785,65569,131137,262273,258
519,1037,2073,4145,8289,16577,33153,66305,132609,265217,6146,12291,24581,49161,98321,196641,393281,262274,260
523,1045,2089,4177,8353,16705,33409,66817,133633,267265,10242,20483,40965,81929,163857,327713,131138,262275,262
527,1053,2105,4209,8417,16833,33665,67329,134657,269313,14338,28675,57349,114697,229393,458785,393282,262276,264
531,1061,2121,4241,8481,16961,33921,67841,135681,271361,18434,36867,73733,147465,294929,65570,131139,262277,266
535,1069,2137,4273,8545,17089,34177,68353,136705,273409,22530,45059,90117,180233,360465,196642,393283,262278,268
539,1077,2153,4305,8609,17217,34433,68865,137729,275457,26626,53251,106501,213001,426001,327714,131140,262279,270
543,1085,2169,4337,8673,17345,34689,69377,138753,277505,30722,61443,122885,245769,491537,458786,393284,262280,272
547,1093,2185,4369,8737,17473,34945,69889,139777,279553,34818,69635,139269,278537,32786,65571,131141,262281,274
551,1101,2201,4401,8801,17601,35201,70401,140801,281601,38914,77827,155653,311305,98322,196643,393285,262282,276
555,1109,2217,4433,8865,17729,35457,70913,141825,283649,43010,86019,172037,344073,163858,327715,131142,262283,278
559,1117,2233,4465,8929,17857,35713,71425,142849,285697,47106,94211,188421,376841,229394,458787,393286,262284,280
563,1125,2249,4497,8993,17985,35969,71937,143873,287745,51202,102403,204805,409609,294930,65572,131143,262285,282
567,1133,2265,4529,9057,18113,36225,72449,144897,289793,55298,110595,221189,442377,360466,196644,393287,262286,284
571,1141,2281,4561,9121,18241,36481,72961,145921,291841,59394,118787,237573,475145,426002,327716,131144,262287,286
575,1149,2297,4593,9185,18369,36737,73473,146945,293889,63490,126979,253957,507913,491538,458788,393288,262288,288
579,1157,2313,4625,9249,18497,36993,73985,147969,295937,67586,135171,270341,16394,32787,65573,131145,262289,290
583,1165,2329,4657,9313,18625,37249,74497,148993,297985,71682,143363,286725,49162,98323,196645,393289,262290,292
587,1173,2345,4689,9377,18753,37505,75009,150017,300033,75778,151555,303109,81930,163859,327717,131146,262291,294
591,1181,2361,4721,9441,18881,37761,75521,151041,302081,79874,159747,319493,114698,229395,458789,393290,262292,296
595,1189,2377,4753,9505,19009,38017,76033,152065,304129,83970,167939,335877,147466,294931,65574,131147,262293,298
599,1197,2393,4785,9569,19137,38273,76545,153089,306177,88066,176131,352261,180234,360467,196646,393291,262294,300
603,1205,2409,4817,9633,19265,38529,77057,154113,308225,92162,184323,368645,213002,426003,327718,131148,262295,302
607,1213,2425,4849,9697,19393,38785,77569,155137,310273,96258,192515,385029,245770,491539,458790,393292,262296,304
611,1221,2441,4881,9761,19521,39041,78081,156161,312321,100354,200707,401413,278538,32788,65575,131149,262297,306
615,1229,2457,4913,9825,19649,39297,78593,157185,314369,104450,208899,417797,311306,98324,196647,393293,262298,308
619,1237,2473,4945,9889,19777,39553,79105,158209,316417,108546,217091,434181,344074,163860,327719,131150,262299,310
623,1245,2489,4977,9953,19905,39809,79617,159233,318465,112642,225283,450565,376842,229396,458791,393294,262300,312
627,1253,2505,5009,10017,20033,40065,80129,160257,320513,116738,233475,466949,409610,294932,65576,131151,262301,314
631,1261,2521,5041,10081,20161,40321,80641,161281,322561,120834,241667,483333,442378,360468,196648,393295,262302,316
635,1269,2537,5073,10145,20289,40577,81153,162305,324609,124930,249859,499717,475146,426004,327720,131152,262303,318
639,1277,2553,5105,10209,20417,40833,81665,163329,326657,129026,258051,516101,507914,491540,458792,393296,262304,320
643,1285,2569,5137,10273,20545,41089,82177,164353,328705,133122,266243,8198,16395,32789,65577,131153,262305,322
647,1293,2585,5169,10337,20673,41345,82689,165377,330753,137218,274435,24582,49163,98325,196649,393297,262306,324
651,1301,2601,5201,10401,20801,41601,83201,166401,332801,141314,282627,40966,81931,163861,327721,131154,262307,326
655,1309,2617,5233,10465,20929,41857,83713,167425,334849,145410,290819,57350,114699,229397,458793,393298,262308,328
659,1317,2633,5265,10529,21057,42113,84225,168449,336897,149506,299011,73734,147467,294933,65578,131155,262309,330
663,1325,2649,5297,10593,21185,42369,84737,169473,338945,153602,307203,90118,180235,360469,196650,393299,262310,332
667,1333,2665,5329,10657,21313,42625,85249,170497,340993,157698,315395,106502,213003,426005,327722,131156,262311,334
671,1341,2681,5361,10721,21441,42881,85761,171521,343041,161794,323587,122886,245771,491541,458794,393300,262312,336
675,1349,2697,5393,10785,21569,43137,86273,172545,345089,165890,331779,139270,278539,32790,65579,131157,262313,338
679,1357,2713,5425,10849,21697,43393,86785,173569,347137,169986,339971,155654,311307,98326,196651,393301,262314,340
683,1365,2729,5457,10913,21825,43649,87297,174593,349185,174082,348163,172038,344075,163862,327723,131158,262315,342
687,1373,2745,5489,10977,21953,43905,87809,175617,351233,178178,356355,188422,376843,229398,458795,393302,262316,344
691,1381,2761,5521,11041,22081,44161,88321,176641,353281,182274,364547,204806,409611,294934,65580,131159,262317,346
695,1389,2777,5553,11105,22209,44417,88833,177665,355329,186370,372739,221190,442379,360470,196652,393303,262318,348
699,1397,2793,5585,11169,22337,44673,89345,178689,357377,190466,380931,237574,475147,426006,327724,131160,262319,350
703,1405,2809,5617,11233,22465,44929,89857,179713,359425,194562,389123,253958,507915,491542,458796,393304,262320,352
707,1413,2825,5649,11297,22593,45185,90369,180737,361473,198658,397315,270342,16396,32791,65581,131161,262321,354
711,1421,2841,5681,11361,22721,45441,90881,181761,363521,202754,405507,286726,49164,98327,196653,393305,262322,356
715,1429,2857,5713,11425,22849,45697,91393,182785,365569,206850,413699,303110,81932,163863,327725,131162,262323,358
719,1437,2873,5745,11489,22977,45953,91905,183809,367617,210946,421891,319494,114700,229399,458797,393306,262324,360
723,1445,2889,5777,11553,23105,46209,92417,184833,369665,215042,430083,335878,147468,294935,65582,131163,262325,362
727,1453,2905,5809,11617,23233,46465,92929,185857,371713,219138,438275,352262,180236,360471,196654,393307,262326,364
731,1461,2921,5841,11681,23361,46721,93441,186881,373761,223234,446467,368646,213004,426007,327726,131164,262327,366
735,1469,2937,5873,11745,23489,46977,93953,187905,375809,227330,454659,385030,245772,491543,458798,393308,262328,368
739,1477,2953,5905,11809,23617,47233,94465,188929,377857,231426,462851,401414,278540,32792,65583,131165,262329,370
743,1485,2969,5937,11873,23745,47489,94977,189953,379905,235522,471043,417798,311308,98328,196655,393309,262330,372
747,1493,2985,5969,11937,23873,47745,95489,190977,381953,239618,479235,434182,344076,163864,327727,131166,262331,374
751,1501,3001,6001,12001,24001,48001,96001,192001,384001,243714,487427,450566,376844,229400,458799,393310,262332,376
755,1509,3017,6033,12065,24129,48257,96513,193025,386049,247810,495619,466950,409612,294936,65584,131167,262333,378
759,1517,3033,6065,12129,24257,48513,97025,194049,388097,251906,503811,483334,442380,360472,196656,393311,262334,380
763,1525,3049,6097,12193,24385,48769,97537,195073,390145,256002,512003,499718,475148,426008,327728,131168,262335,382
767,1533,3065,6129,12257,24513,49025,98049,196097,392193,260098,520195,516102,507916,491544,458800,393312,262336,384
771,1541,3081,6161,12321,24641,49281,98561,197121,394241,264194,4100,8199,16397,32793,65585,131169,262337,386
775,1549,3097,6193,12385,24769,49537,99073,198145,396289,268290,12292,24583,49165,98329,196657,393313,262338,388
779,1557,3113,6225,12449,24897,49793,99585,199169,398337,272386,20484,40967,81933,163865,327729,131170,262339,390
783,1565,3129,6257,12513,25025,50049,100097,200193,400385,276482,28676,57351,114701,229401,458801,393314,262340,392
787,1573,3145,6289,12577,25153,50305,100609,201217,402433,280578,36868,73735,147469,294937,65586,131171,262341,394
791,1581,3161,6321,12641,25281,50561,101121,202241,404481,284674,45060,90119,180237,360473,196658,393315,262342,396
795,1589,3177,6353,12705,25409,50817,101633,203265,406529,288770,53252,106503,213005,426009,327730,131172,262343,398
799,1597,3193,6385,12769,25537,51073,102145,204289,408577,292866,61444,122887,245773,491545,458802,393316,262344,400
803,1605,3209,6417,12833,25665,51329,102657,205313,410625,296962,69636,139271,278541,32794,65587,131173,262345,402
807,1613,3225,6449,12897,25793,51585,103169,206337,412673,301058,77828,155655,311309,98330,196659,393317,262346,404
811,1621,3241,6481,12961,25921,51841,103681,207361,414721,305154,86020,172039,344077,163866,327731,131174,262347,406
815,1629,3257,6513,13025,26049,52097,104193,208385,416769,309250,94212,188423,376845,229402,458803,393318,262348,408
819,1637,3273,6545,13089,26177,52353,104705,209409,418817,313346,102404,204807,409613,294938,65588,131175,262349,410
823,1645,3289,6577,13153,26305,52609,105217,210433,420865,317442,110596,221191,442381,360474,196660,393319,262350,412
827,1653,3305,6609,13217,26433,52865,105729,211457,422913,321538,118788,237575,475149,426010,327732,131176,262351,414
831,1661,3321,6641,13281,26561,53121,106241,212481,424961,325634,126980,253959,507917,491546,458804,393320,262352,416
835,1669,3337,6673,13345,26689,53377,106753,213505,427009,329730,135172,270343,16398,32795,65589,131177,262353,418
839,1677,3353,6705,13409,26817,53633,107265,214529,429057,333826,143364,286727,49166,98331,196661,393321,262354,420
843,1685,3369,6737,13473,26945,53889,107777,215553,431105,337922,151556,303111,81934,163867,327733,131178,262355,422
847,1693,3385,6769,13537,27073,54145,108289,216577,433153,342018,159748,319495,114702,229403,458805,393322,262356,424
851,1701,3401,6801,13601,27201,54401,108801,217601,435201,346114,167940,335879,147470,294939,65590,131179,262357,426
855,1709,3417,6833,13665,27329,54657,109313,218625,437249,350210,176132,352263,180238,360475,196662,393323,262358,428
859,1717,3433,6865,13729,27457,54913,109825,219649,439297,354306,184324,368647,213006,426011,327734,131180,262359,430
863,1725,3449,6897,13793,27585,55169,110337,220673,441345,358402,192516,385031,245774,491547,458806,393324,262360,432
867,1733,3465,6929,13857,27713,55425,110849,221697,443393,362498,200708,401415,278542,32796,65591,131181,262361,434
871,1741,3481,6961,13921,27841,55681,111361,222721,445441,366594,208900,417799,311310,98332,196663,393325,262362,436
875,1749,3497,6993,13985,27969,55937,111873,223745,447489,370690,217092,434183,344078,163868,327735,131182,262363,438
879,1757,3513,7025,14049,28097,56193,112385,224769,449537,374786,225284,450567,376846,229404,458807,393326,262364,440
883,1765,3529,7057,14113,28225,56449,112897,225793,451585,378882,233476,466951,409614,294940,65592,131183,262365,442
887,1773,3545,7089,14177,28353,56705,113409,226817,453633,382978,241668,483335,442382,360476,196664,393327,262366,444
891,1781,3561,7121,14241,28481,56961,113921,227841,455681,387074,249860,499719,475150,426012,327736,131184,262367,446
895,1789,3577,7153,14305,28609,57217,114433,228865,457729,391170,258052,516103,507918,491548,458808,393328,262368,448
899,1797,3593,7185,14369,28737,57473,114945,229889,459777,395266,266244,8200,16399,32797,65593,131185,262369,450
903,1805,3609,7217,14433,28865,57729,115457,230913,461825,399362,274436,24584,49167,98333,196665,393329,262370,452
907,1813,3625,7249,14497,28993,57985,115969,231937,463873,403458,282628,40968,81935,163869,327737,131186,262371,454
911,1821,3641,7281,14561,29121,58241,116481,232961,465921,407554,290820,57352,114703,229405,458809,393330,262372,456
915,1829,3657,7313,14625,29249,58497,116993,233985,467969,411650,299012,73736,147471,294941,65594,131187,262373,458
919,1837,3673,7345,14689,29377,58753,117505,235009,470017,415746,307204,90120,180239,360477,196666,393331,262374,460
923,1845,3689,7377,14753,29505,59009,118017,236033,472065,419842,315396,106504,213007,426013,327738,131188,262375,462
927,1853,3705,7409,14817,29633,59265,118529,237057,474113,423938,323588,122888,245775,491549,458810,393332,262376,464
931,1861,3721,7441,14881,29761,59521,119041,238081,476161,428034,331780,139272,278543,32798,65595,131189,262377,466
935,1869,3737,7473,14945,29889,59777,119553,239105,478209,432130,339972,155656,311311,98334,196667,393333,262378,468
939,1877,3753,7505,15009,30017,60033,120065,240129,480257,436226,348164,172040,344079,163870,327739,131190,262379,470
943,1885,3769,7537,15073,30145,60289,120577,241153,482305,440322,356356,188424,376847,229406,458811,393334,262380,472
947,1893,3785,7569,15137,30273,60545,121089,242177,484353,444418,364548,204808,409615,294942,65596,131191,262381,474
951,1901,3801,7601,15201,30401,60801,121601,243201,486401,448514,372740,221192,442383,360478,196668,393335,262382,476
955,1909,3817,7633,15265,30529,61057,122113,244225,488449,452610,380932,237576,475151,426014,327740,131192,262383,478
959,1917,3833,7665,15329,30657,61313,122625,245249,490497,456706,389124,253960,507919,491550,458812,393336,262384,480
963,1925,3849,7697,15393,30785,61569,123137,246273,492545,460802,397316,270344,16400,32799,65597,131193,262385,482
967,1933,3865,7729,15457,30913,61825,123649,247297,494593,464898,405508,286728,49168,98335,196669,393337,262386,484
971,1941,3881,7761,15521,31041,62081,124161,248321,496641,468994,413700,303112,81936,163871,327741,131194,262387,486
975,1949,3897,7793,15585,31169,62337,124673,249345,498689,473090,421892,319496,114704,229407,458813,393338,262388,488
979,1957,3913,7825,15649,31297,62593,125185,250369,500737,477186,430084,335880,147472,294943,65598,131195,262389,490
983,1965,3929,7857,15713,31425,62849,125697,251393,502785,481282,438276,352264,180240,360479,196670,393339,262390,492
987,1973,3945,7889,15777,31553,63105,126209,252417,504833,485378,446468,368648,213008,426015,327742,131196,262391,494
991,1981,3961,7921,15841,31681,63361,126721,253441,506881,489474,454660,385032,245776,491551,458814,393340,262392,496
995,1989,3977,7953,15905,31809,63617,127233,254465,508929,493570,462852,401416,278544,32800,65599,131197,262393,498
999,1997,3993,7985,15969,31937,63873,127745,255489,510977,497666,471044,417800,311312,98336,196671,393341,262394,500
1003,2005,4009,8017,16033,32065,64129,128257,256513,513025,501762,479236,434184,344080,163872,327743,131198,262395,502
1007,2013,4025,8049,16097,32193,64385,128769,257537,515073,505858,487428,450568,376848,229408,458815,393342,262396,504
1011,2021,4041,8081,16161,32321,64641,129281,258561,517121,509954,495620,466952,409616,294944,65600,131199,262397,506
1015,2029,4057,8113,16225,32449,64897,129793,259585,519169,514050,503812,483336,442384,360480,196672,393343,262398,508
1019,2037,4073,8145,16289,32577,65153,130305,260609,521217,518146,512004,499720,475152,426016,327744,131200,262399,510
1023,2045,4089,8177,16353,32705,65409,130817,261633,523265,522242,520196,516104,507920,491552,458816,393344,262400,512
1027,2053,4105,8209,16417,32833,65665,131329,262657,1026,2051,4101,8201,16401,32801,65601,131201,262401,514
1031,2061,4121,8241,16481,32961,65921,131841,263681,3074,6147,12293,24585,49169,98337,196673,393345,262402,516
