1
235,469,937,1873,3745,7489,14977,29953,59905,119809,239617,217090,172036,81928,163855,65566,131131,118
239,477,953,1905,3809,7617,15233,30465,60929,121857,243713,225282,188420,114696,229391,196638,131132,120
243,485,969,1937,3873,7745,15489,30977,61953,123905,247809,233474,204804,147464,32784,65567,131133,122
247,493,985,1969,3937,7873,15745,31489,62977,125953,251905,241666,221188,180232,98320,196639,131134,124
251,501,1001,2001,4001,8001,16001,32001,64001,128001,256001,249858,237572,213000,163856,65568,131135,126
255,509,1017,2033,4065,8129,16257,32513,65025,130049,260097,258050,253956,245768,229392,196640,131136,128
259,517,1033,2065,4129,8257,16513,33025,66049,132097,2050,4099,8197,16393,32785,65569,131137,130
263,525,1049,2097,4193,8385,16769,33537,67073,134145,6146,12291,24581,49161,98321,196641,131138,132
267,533,1065,2129,4257,8513,17025,34049,68097,136193,10242,20483,40965,81929,163857,65570,131139,134
271,541,1081,2161,4321,8641,17281,34561,69121,138241,14338,28675,57349,114697,229393,196642,131140,136
275,549,1097,2193,4385,8769,17537,35073,70145,140289,18434,36867,73733,147465,32786,65571,131141,138
279,557,1113,2225,4449,8897,17793,35585,71169,142337,22530,45059,90117,180233,98322,196643,131142,140
283,565,1129,2257,4513,9025,18049,36097,72193,144385,26626,53251,106501,213001,163858,65572,131143,142
287,573,1145,2289,4577,9153,18305,36609,73217,146433,30722,61443,122885,245769,229394,196644,131144,144
291,581,1161,2321,4641,9281,18561,37121,74241,148481,34818,69635,139269,16394,32787,65573,131145,146
295,589,1177,2353,4705,9409,18817,37633,75265,150529,38914,77827,155653,49162,98323,196645,131146,148
299,597,1193,2385,4769,9537,19073,38145,76289,152577,43010,86019,172037,81930,163859,65574,131147,150
303,605,1209,2417,4833,9665,19329,38657,77313,154625,47106,94211,188421,114698,229395,196646,131148,152
307,613,1225,2449,4897,9793,19585,39169,78337,156673,51202,102403,204805,147466,32788,65575,131149,154
311,621,1241,2481,4961,9921,19841,39681,79361,158721,55298,110595,221189,180234,98324,196647,131150,156
315,629,1257,2513,5025,10049,20097,40193,80385,160769,59394,118787,237573,213002,163860,65576,131151,158
319,637,1273,2545,5089,10177,20353,40705,81409,162817,63490,126979,253957,245770,229396,196648,131152,160
323,645,1289,2577,5153,10305,20609,41217,82433,164865,67586,135171,8198,16395,32789,65577,131153,162
327,653,1305,2609,5217,10433,20865,41729,83457,166913,71682,143363,24582,49163,98325,196649,131154,164
331,661,1321,2641,5281,10561,21121,42241,84481,168961,75778,151555,40966,81931,163861,65578,131155,166
335,669,1337,2673,5345,10689,21377,42753,85505,171009,79874,159747,57350,114699,229397,196650,131156,168
339,677,1353,2705,5409,10817,21633,43265,86529,173057,83970,167939,73734,147467,32790,65579,131157,170
343,685,1369,2737,5473,10945,21889,43777,87553,175105,88066,176131,90118,180235,98326,196651,131158,172
347,693,1385,2769,5537,11073,22145,44289,88577,177153,92162,184323,106502,213003,163862,65580,131159,174
351,701,1401,2801,5601,11201,22401,44801,89601,179201,96258,192515,122886,245771,229398,196652,131160,176
355,709,1417,2833,5665,11329,22657,45313,90625,181249,100354,200707,139270,16396,32791,65581,131161,178
359,717,1433,2865,5729,11457,22913,45825,91649,183297,104450,208899,155654,49164,98327,196653,131162,180
363,725,1449,2897,5793,11585,23169,46337,92673,185345,108546,217091,172038,81932,163863,65582,131163,182
367,733,1465,2929,5857,11713,23425,46849,93697,187393,112642,225283,188422,114700,229399,196654,131164,184
371,741,1481,2961,5921,11841,23681,47361,94721,189441,116738,233475,204806,147468,32792,65583,131165,186
375,749,1497,2993,5985,11969,23937,47873,95745,191489,120834,241667,221190,180236,98328,196655,131166,188
379,757,1513,3025,6049,12097,24193,48385,96769,193537,124930,249859,237574,213004,163864,65584,131167,190
383,765,1529,3057,6113,12225,24449,48897,97793,195585,129026,258051,253958,245772,229400,196656,131168,192
387,773,1545,3089,6177,12353,24705,49409,98817,197633,133122,4100,8199,16397,32793,65585,131169,194
391,781,1561,3121,6241,12481,24961,49921,99841,199681,137218,12292,24583,49165,98329,196657,131170,196
395,789,1577,3153,6305,12609,25217,50433,100865,201729,141314,20484,40967,81933,163865,65586,131171,198
399,797,1593,3185,6369,12737,25473,50945,101889,203777,145410,28676,57351,114701,229401,196658,131172,200
403,805,1609,3217,6433,12865,25729,51457,102913,205825,149506,36868,73735,147469,32794,65587,131173,202
407,813,1625,3249,6497,12993,25985,51969,103937,207873,153602,45060,90119,180237,98330,196659,131174,204
411,821,1641,3281,6561,13121,26241,52481,104961,209921,157698,53252,106503,213005,163866,65588,131175,206
415,829,1657,3313,6625,13249,26497,52993,105985,211969,161794,61444,122887,245773,229402,196660,131176,208
419,837,1673,3345,6689,13377,26753,53505,107009,214017,165890,69636,139271,16398,32795,65589,131177,210
423,845,1689,3377,6753,13505,27009,54017,108033,216065,169986,77828,155655,49166,98331,196661,131178,212
427,853,1705,3409,6817,13633,27265,54529,109057,218113,174082,86020,172039,81934,163867,65590,131179,214
431,861,1721,3441,6881,13761,27521,55041,110081,220161,178178,94212,188423,114702,229403,196662,131180,216
435,869,1737,3473,6945,13889,27777,55553,111105,222209,182274,102404,204807,147470,32796,65591,131181,218
439,877,1753,3505,7009,14017,28033,56065,112129,224257,186370,110596,221191,180238,98332,196663,131182,220
443,885,1769,3537,7073,14145,28289,56577,113153,226305,190466,118788,237575,213006,163868,65592,131183,222
447,893,1785,3569,7137,14273,28545,57089,114177,228353,194562,126980,253959,245774,229404,196664,131184,224
451,901,1801,3601,7201,14401,28801,57601,115201,230401,198658,135172,8200,16399,32797,65593,131185,226
455,909,1817,3633,7265,14529,29057,58113,116225,232449,202754,143364,24584,49167,98333,196665,131186,228
459,917,1833,3665,7329,14657,29313,58625,117249,234497,206850,151556,40968,81935,163869,65594,131187,230
463,925,1849,3697,7393,14785,29569,59137,118273,236545,210946,159748,57352,114703,229405,196666,131188,232
467,933,1865,3729,7457,14913,29825,59649,119297,238593,215042,167940,73736,147471,32798,65595,131189,234
471,941,1881,3761,7521,15041,30081,60161,120321,240641,219138,176132,90120,180239,98334,196667,131190,236
475,949,1897,3793,7585,15169,30337,60673,121345,242689,223234,184324,106504,213007,163870,65596,131191,238
479,957,1913,3825,7649,15297,30593,61185,122369,244737,227330,192516,122888,245775,229406,196668,131192,240
483,965,1929,3857,7713,15425,30849,61697,123393,246785,231426,200708,139272,16400,32799,65597,131193,242
487,973,1945,3889,7777,15553,31105,62209,124417,248833,235522,208900,155656,49168,98335,196669,131194,244
491,981,1961,3921,7841,15681,31361,62721,125441,250881,239618,217092,172040,81936,163871,65598,131195,246
495,989,1977,3953,7905,15809,31617,63233,126465,252929,243714,225284,188424,114704,229407,196670,131196,248
499,997,1993,3985,7969,15937,31873,63745,127489,254977,247810,233476,204808,147472,32800,65599,131197,250
503,1005,2009,4017,8033,16065,32129,64257,128513,257025,251906,241668,221192,180240,98336,196671,131198,252
507,1013,2025,4049,8097,16193,32385,64769,129537,259073,256002,249860,237576,213008,163872,65600,131199,254
511,1021,2041,4081,8161,16321,32641,65281,130561,261121,260098,258052,253960,245776,229408,196672,131200,256
515,1029,2057,4113,8225,16449,32897,65793,131585,1026,2051,4101,8201,16401,32801,65601,131201,258
519,1037,2073,4145,8289,16577,33153,66305,132609,3074,6147,12293,24585,49169,98337,196673,131202,260
523,1045,2089,4177,8353,16705,33409,66817,133633,5122,10243,20485,40969,81937,163873,65602,131203,262
527,1053,2105,4209,8417,16833,33665,67329,134657,7170,14339,28677,57353,114705,229409,196674,131204,264
531,1061,2121,4241,8481,16961,33921,67841,135681,9218,18435,36869,73737,147473,32802,65603,131205,266
535,1069,2137,4273,8545,17089,34177,68353,136705,11266,22531,45061,90121,180241,98338,196675,131206,268
539,1077,2153,4305,8609,17217,34433,68865,137729,13314,26627,53253,106505,213009,163874,65604,131207,270
543,1085,2169,4337,8673,17345,34689,69377,138753,15362,30723,61445,122889,245777,229410,196676,131208,272
547,1093,2185,4369,8737,17473,34945,69889,139777,17410,34819,69637,139273,16402,32803,65605,131209,274
551,1101,2201,4401,8801,17601,35201,70401,140801,19458,38915,77829,155657,49170,98339,196677,131210,276
555,1109,2217,4433,8865,17729,35457,70913,141825,21506,43011,86021,172041,81938,163875,65606,131211,278
559,1117,2233,4465,8929,17857,35713,71425,142849,23554,47107,94213,188425,114706,229411,196678,131212,280
563,1125,2249,4497,8993,17985,35969,71937,143873,25602,51203,102405,204809,147474,32804,65607,131213,282
567,1133,2265,4529,9057,18113,36225,72449,144897,27650,55299,110597,221193,180242,98340,196679,131214,284
571,1141,2281,4561,9121,18241,36481,72961,145921,29698,59395,118789,237577,213010,163876,65608,131215,286
575,1149,2297,4593,9185,18369,36737,73473,146945,31746,63491,126981,253961,245778,229412,196680,131216,288
579,1157,2313,4625,9249,18497,36993,73985,147969,33794,67587,135173,8202,16403,32805,65609,131217,290
583,1165,2329,4657,9313,18625,37249,74497,148993,35842,71683,143365,24586,49171,98341,196681,131218,292
587,1173,2345,4689,9377,18753,37505,75009,150017,37890,75779,151557,40970,81939,163877,65610,131219,294
591,1181,2361,4721,9441,18881,37761,75521,151041,39938,79875,159749,57354,114707,229413,196682,131220,296
595,1189,2377,4753,9505,19009,38017,76033,152065,41986,83971,167941,73738,147475,32806,65611,131221,298
599,1197,2393,4785,9569,19137,38273,76545,153089,44034,88067,176133,90122,180243,98342,196683,131222,300
603,1205,2409,4817,9633,19265,38529,77057,154113,46082,92163,184325,106506,213011,163878,65612,131223,302
607,1213,2425,4849,9697,19393,38785,77569,155137,48130,96259,192517,122890,245779,229414,196684,131224,304
611,1221,2441,4881,9761,19521,39041,78081,156161,50178,100355,200709,139274,16404,32807,65613,131225,306
615,1229,2457,4913,9825,19649,39297,78593,157185,52226,104451,208901,155658,49172,98343,196685,131226,308
619,1237,2473,4945,9889,19777,39553,79105,158209,54274,108547,217093,172042,81940,163879,65614,131227,310
623,1245,2489,4977,9953,19905,39809,79617,159233,56322,112643,225285,188426,114708,229415,196686,131228,312
627,1253,2505,5009,10017,20033,40065,80129,160257,58370,116739,233477,204810,147476,32808,65615,131229,314
631,1261,2521,5041,10081,20161,40321,80641,161281,60418,120835,241669,221194,180244,98344,196687,131230,316
635,1269,2537,5073,10145,20289,40577,81153,162305,62466,124931,249861,237578,213012,163880,65616,131231,318
639,1277,2553,5105,10209,20417,40833,81665,163329,64514,129027,258053,253962,245780,229416,196688,131232,320
643,1285,2569,5137,10273,20545,41089,82177,164353,66562,133123,4102,8203,16405,32809,65617,131233,322
647,1293,2585,5169,10337,20673,41345,82689,165377,68610,137219,12294,24587,49173,98345,196689,131234,324
651,1301,2601,5201,10401,20801,41601,83201,166401,70658,141315,20486,40971,81941,163881,65618,131235,326
655,1309,2617,5233,10465,20929,41857,83713,167425,72706,145411,28678,57355,114709,229417,196690,131236,328
659,1317,2633,5265,10529,21057,42113,84225,168449,74754,149507,36870,73739,147477,32810,65619,131237,330
663,1325,2649,5297,10593,21185,42369,84737,169473,76802,153603,45062,90123,180245,98346,196691,131238,332
667,1333,2665,5329,10657,21313,42625,85249,170497,78850,157699,53254,106507,213013,163882,65620,131239,334
671,1341,2681,5361,10721,21441,42881,85761,171521,80898,161795,61446,122891,245781,229418,196692,131240,336
675,1349,2697,5393,10785,21569,43137,86273,172545,82946,165891,69638,139275,16406,32811,65621,131241,338
679,1357,2713,5425,10849,21697,43393,86785,173569,84994,169987,77830,155659,49174,98347,196693,131242,340
683,1365,2729,5457,10913,21825,43649,87297,174593,87042,174083,86022,172043,81942,163883,65622,131243,342
687,1373,2745,5489,10977,21953,43905,87809,175617,89090,178179,94214,188427,114710,229419,196694,131244,344
691,1381,2761,5521,11041,22081,44161,88321,176641,91138,182275,102406,204811,147478,32812,65623,131245,346
695,1389,2777,5553,11105,22209,44417,88833,177665,93186,186371,110598,221195,180246,98348,196695,131246,348
699,1397,2793,5585,11169,22337,44673,89345,178689,95234,190467,118790,237579,213014,163884,65624,131247,350
703,1405,2809,5617,11233,22465,44929,89857,179713,97282,194563,126982,253963,245782,229420,196696,131248,352
707,1413,2825,5649,11297,22593,45185,90369,180737,99330,198659,135174,8204,16407,32813,65625,131249,354
711,1421,2841,5681,11361,22721,45441,90881,181761,101378,202755,143366,24588,49175,98349,196697,131250,356
715,1429,2857,5713,11425,22849,45697,91393,182785,103426,206851,151558,40972,81943,163885,65626,131251,358
719,1437,2873,5745,11489,22977,45953,91905,183809,105474,210947,159750,57356,114711,229421,196698,131252,360
723,1445,2889,5777,11553,23105,46209,92417,184833,107522,215043,167942,73740,147479,32814,65627,131253,362
727,1453,2905,5809,11617,23233,46465,92929,185857,109570,219139,176134,90124,180247,98350,196699,131254,364
731,1461,2921,5841,11681,23361,46721,93441,186881,111618,223235,184326,106508,213015,163886,65628,131255,366
735,1469,2937,5873,11745,23489,46977,93953,187905,113666,227331,192518,122892,245783,229422,196700,131256,368
739,1477,2953,5905,11809,23617,47233,94465,188929,115714,231427,200710,139276,16408,32815,65629,131257,370
743,1485,2969,5937,11873,23745,47489,94977,189953,117762,235523,208902,155660,49176,98351,196701,131258,372
747,1493,2985,5969,11937,23873,47745,95489,190977,119810,239619,217094,172044,81944,163887,65630,131259,374
751,1501,3001,6001,12001,24001,48001,96001,192001,121858,243715,225286,188428,114712,229423,196702,131260,376
755,1509,3017,6033,12065,24129,48257,96513,193025,123906,247811,233478,204812,147480,32816,65631,131261,378
759,1517,3033,6065,12129,24257,48513,97025,194049,125954,251907,241670,221196,180248,98352,196703,131262,380
763,1525,3049,6097,12193,24385,48769,97537,195073,128002,256003,249862,237580,213016,163888,65632,131263,382
767,1533,3065,6129,12257,24513,49025,98049,196097,130050,260099,258054,253964,245784,229424,196704,131264,384
771,1541,3081,6161,12321,24641,49281,98561,197121,132098,2052,4103,8205,16409,32817,65633,131265,386
775,1549,3097,6193,12385,24769,49537,99073,198145,134146,6148,12295,24589,49177,98353,196705,131266,388
779,1557,3113,6225,12449,24897,49793,99585,199169,136194,10244,20487,40973,81945,163889,65634,131267,390
783,1565,3129,6257,12513,25025,50049,100097,200193,138242,14340,28679,57357,114713,229425,196706,131268,392
787,1573,3145,6289,12577,25153,50305,100609,201217,140290,18436,36871,73741,147481,32818,65635,131269,394
791,1581,3161,6321,12641,25281,50561,101121,202241,142338,22532,45063,90125,180249,98354,196707,131270,396
795,1589,3177,6353,12705,25409,50817,101633,203265,144386,26628,53255,106509,213017,163890,65636,131271,398
799,1597,3193,6385,12769,25537,51073,102145,204289,146434,30724,61447,122893,245785,229426,196708,131272,400
803,1605,3209,6417,12833,25665,51329,102657,205313,148482,34820,69639,139277,16410,32819,65637,131273,402
807,1613,3225,6449,12897,25793,51585,103169,206337,150530,38916,77831,155661,49178,98355,196709,131274,404
811,1621,3241,6481,12961,25921,51841,103681,207361,152578,43012,86023,172045,81946,163891,65638,131275,406
815,1629,3257,6513,13025,26049,52097,104193,208385,154626,47108,94215,188429,114714,229427,196710,131276,408
819,1637,3273,6545,13089,26177,52353,104705,209409,156674,51204,102407,204813,147482,32820,65639,131277,410
823,1645,3289,6577,13153,26305,52609,105217,210433,158722,55300,110599,221197,180250,98356,196711,131278,412
827,1653,3305,6609,13217,26433,52865,105729,211457,160770,59396,118791,237581,213018,163892,65640,131279,414
831,1661,3321,6641,13281,26561,53121,106241,212481,162818,63492,126983,253965,245786,229428,196712,131280,416
835,1669,3337,6673,13345,26689,53377,106753,213505,164866,67588,135175,8206,16411,32821,65641,131281,418
839,1677,3353,6705,13409,26817,53633,107265,214529,166914,71684,143367,24590,49179,98357,196713,131282,420
843,1685,3369,6737,13473,26945,53889,107777,215553,168962,75780,151559,40974,81947,163893,65642,131283,422
847,1693,3385,6769,13537,27073,54145,108289,216577,171010,79876,159751,57358,114715,229429,196714,131284,424
851,1701,3401,6801,13601,27201,54401,108801,217601,173058,83972,167943,73742,147483,32822,65643,131285,426
855,1709,3417,6833,13665,27329,54657,109313,218625,175106,88068,176135,90126,180251,98358,196715,131286,428
859,1717,3433,6865,13729,27457,54913,109825,219649,177154,92164,184327,106510,213019,163894,65644,131287,430
863,1725,3449,6897,13793,27585,55169,110337,220673,179202,96260,192519,122894,245787,229430,196716,131288,432
867,1733,3465,6929,13857,27713,55425,110849,221697,181250,100356,200711,139278,16412,32823,65645,131289,434
871,1741,3481,6961,13921,27841,55681,111361,222721,183298,104452,208903,155662,49180,98359,196717,131290,436
875,1749,3497,6993,13985,27969,55937,111873,223745,185346,108548,217095,172046,81948,163895,65646,131291,438
879,1757,3513,7025,14049,28097,56193,112385,224769,187394,112644,225287,188430,114716,229431,196718,131292,440
883,1765,3529,7057,14113,28225,56449,112897,225793,189442,116740,233479,204814,147484,32824,65647,131293,442
887,1773,3545,7089,14177,28353,56705,113409,226817,191490,120836,241671,221198,180252,98360,196719,131294,444
891,1781,3561,7121,14241,28481,56961,113921,227841,193538,124932,249863,237582,213020,163896,65648,131295,446
895,1789,3577,7153,14305,28609,57217,114433,228865,195586,129028,258055,253966,245788,229432,196720,131296,448
899,1797,3593,7185,14369,28737,57473,114945,229889,197634,133124,4104,8207,16413,32825,65649,131297,450
903,1805,3609,7217,14433,28865,57729,115457,230913,199682,137220,12296,24591,49181,98361,196721,131298,452
907,1813,3625,7249,14497,28993,57985,115969,231937,201730,141316,20488,40975,81949,163897,65650,131299,454
911,1821,3641,7281,14561,29121,58241,116481,232961,203778,145412,28680,57359,114717,229433,196722,131300,456
915,1829,3657,7313,14625,29249,58497,116993,233985,205826,149508,36872,73743,147485,32826,65651,131301,458
919,1837,3673,7345,14689,29377,58753,117505,235009,207874,153604,45064,90127,180253,98362,196723,131302,460
923,1845,3689,7377,14753,29505,59009,118017,236033,209922,157700,53256,106511,213021,163898,65652,131303,462
927,1853,3705,7409,14817,29633,59265,118529,237057,211970,161796,61448,122895,245789,229434,196724,131304,464
931,1861,3721,7441,14881,29761,59521,119041,238081,214018,165892,69640,139279,16414,32827,65653,131305,466
935,1869,3737,7473,14945,29889,59777,119553,239105,216066,169988,77832,155663,49182,98363,196725,131306,468
939,1877,3753,7505,15009,30017,60033,120065,240129,218114,174084,86024,172047,81950,163899,65654,131307,470
943,1885,3769,7537,15073,30145,60289,120577,241153,220162,178180,94216,188431,114718,229435,196726,131308,472
947,1893,3785,7569,15137,30273,60545,121089,242177,222210,182276,102408,204815,147486,32828,65655,131309,474
951,1901,3801,7601,15201,30401,60801,121601,243201,224258,186372,110600,221199,180254,98364,196727,131310,476
955,1909,3817,7633,15265,30529,61057,122113,244225,226306,190468,118792,237583,213022,163900,65656,131311,478
959,1917,3833,7665,15329,30657,61313,122625,245249,228354,194564,126984,253967,245790,229436,196728,131312,480
963,1925,3849,7697,15393,30785,61569,123137,246273,230402,198660,135176,8208,16415,32829,65657,131313,482
967,1933,3865,7729,15457,30913,61825,123649,247297,232450,202756,143368,24592,49183,98365,196729,131314,484
971,1941,3881,7761,15521,31041,62081,124161,248321,234498,206852,151560,40976,81951,163901,65658,131315,486
975,1949,3897,7793,15585,31169,62337,124673,249345,236546,210948,159752,57360,114719,229437,196730,131316,488
979,1957,3913,7825,15649,31297,62593,125185,250369,238594,215044,167944,73744,147487,32830,65659,131317,490
983,1965,3929,7857,15713,31425,62849,125697,251393,240642,219140,176136,90128,180255,98366,196731,131318,492
987,1973,3945,7889,15777,31553,63105,126209,252417,242690,223236,184328,106512,213023,163902,65660,131319,494
991,1981,3961,7921,15841,31681,63361,126721,253441,244738,227332,192520,122896,245791,229438,196732,131320,496
995,1989,3977,7953,15905,31809,63617,127233,254465,246786,231428,200712,139280,16416,32831,65661,131321,498
999,1997,3993,7985,15969,31937,63873,127745,255489,248834,235524,208904,155664,49184,98367,196733,131322,500
1003,2005,4009,8017,16033,32065,64129,128257,256513,250882,239620,217096,172048,81952,163903,65662,131323,502
1007,2013,4025,8049,16097,32193,64385,128769,257537,252930,243716,225288,188432,114720,229439,196734,131324,504
1011,2021,4041,8081,16161,32321,64641,129281,258561,254978,247812,233480,204816,147488,32832,65663,131325,506
1015,2029,4057,8113,16225,32449,64897,129793,259585,257026,251908,241672,221200,180256,98368,196735,131326,508
1019,2037,4073,8145,16289,32577,65153,130305,260609,259074,256004,249864,237584,213024,163904,65664,131327,510
1023,2045,4089,8177,16353,32705,65409,130817,261633,261122,260100,258056,253968,245792,229440,196736,131328,512
1027,2053,4105,8209,16417,32833,65665,131329,514
1031,2061,4121,8241,16481,32961,65921,131841,1538,3075,6149,12297,24593,49185,98369,196737,131330,516
1035,2069,4137,8273,16545,33089,66177,132353,2562,5123,10245,20489,40977,81953,163905,65666,131331,518
1039,2077,4153,8305,16609,33217,66433,132865,3586,7171,14341,28681,57361,114721,229441,196738,131332,520
1043,2085,4169,8337,16673,33345,66689,133377,4610,9219,18437,36873,73745,147489,32834,65667,131333,522
1047,2093,4185,8369,16737,33473,66945,133889,5634,11267,22533,45065,90129,180257,98370,196739,131334,524
1051,2101,4201,8401,16801,33601,67201,134401,6658,13315,26629,53257,106513,213025,163906,65668,131335,526
1055,2109,4217,8433,16865,33729,67457,134913,7682,15363,30725,61449,122897,245793,229442,196740,131336,528
1059,2117,4233,8465,16929,33857,67713,135425,8706,17411,34821,69641,139281,16418,32835,65669,131337,530
1063,2125,4249,8497,16993,33985,67969,135937,9730,19459,38917,77833,155665,49186,98371,196741,131338,532
1067,2133,4265,8529,17057,34113,68225,136449,10754,21507,43013,86025,172049,81954,163907,65670,131339,534
1071,2141,4281,8561,17121,34241,68481,136961,11778,23555,47109,94217,188433,114722,229443,196742,131340,536
1075,2149,4297,8593,17185,34369,68737,137473,12802,25603,51205,102409,204817,147490,32836,65671,131341,538
1079,2157,4313,8625,17249,34497,68993,137985,13826,27651,55301,110601,221201,180258,98372,196743,131342,540
1083,2165,4329,8657,17313,34625,69249,138497,14850,29699,59397,118793,237585,213026,163908,65672,131343,542
1087,2173,4345,8689,17377,34753,69505,139009,15874,31747,63493,126985,253969,245794,229444,196744,131344,544
1091,2181,4361,8721,17441,34881,69761,139521,16898,33795,67589,135177,8210,16419,32837,65673,131345,546
1095,2189,4377,8753,17505,35009,70017,140033,17922,35843,71685,143369,24594,49187,98373,196745,131346,548
