1
127,253,505,1009,2017,4033,8065,16129,32257,64513,63490,61444,57352,49168,32800,64
131,261,521,1041,2081,4161,8321,16641,33281,1026,2051,4101,8201,16401,32801,66
135,269,537,1073,2145,4289,8577,17153,34305,3074,6147,12293,24585,49169,32802,68
139,277,553,1105,2209,4417,8833,17665,35329,5122,10243,20485,40969,16402,32803,70
143,285,569,1137,2273,4545,9089,18177,36353,7170,14339,28677,57353,49170,32804,72
147,293,585,1169,2337,4673,9345,18689,37377,9218,18435,36869,8202,16403,32805,74
151,301,601,1201,2401,4801,9601,19201,38401,11266,22531,45061,24586,49171,32806,76
155,309,617,1233,2465,4929,9857,19713,39425,13314,26627,53253,40970,16404,32807,78
159,317,633,1265,2529,5057,10113,20225,40449,15362,30723,61445,57354,49172,32808,80
163,325,649,1297,2593,5185,10369,20737,41473,17410,34819,4102,8203,16405,32809,82
167,333,665,1329,2657,5313,10625,21249,42497,19458,38915,12294,24587,49173,32810,84
171,341,681,1361,2721,5441,10881,21761,43521,21506,43011,20486,40971,16406,32811,86
175,349,697,1393,2785,5569,11137,22273,44545,23554,47107,28678,57355,49174,32812,88
179,357,713,1425,2849,5697,11393,22785,45569,25602,51203,36870,8204,16407,32813,90
183,365,729,1457,2913,5825,11649,23297,46593,27650,55299,45062,24588,49175,32814,92
187,373,745,1489,2977,5953,11905,23809,47617,29698,59395,53254,40972,16408,32815,94
191,381,761,1521,3041,6081,12161,24321,48641,31746,63491,61446,57356,49176,32816,96
195,389,777,1553,3105,6209,12417,24833,49665,33794,2052,4103,8205,16409,32817,98
199,397,793,1585,3169,6337,12673,25345,50689,35842,6148,12295,24589,49177,32818,100
203,405,809,1617,3233,6465,12929,25857,51713,37890,10244,20487,40973,16410,32819,102
207,413,825,1649,3297,6593,13185,26369,52737,39938,14340,28679,57357,49178,32820,104
211,421,841,1681,3361,6721,13441,26881,53761,41986,18436,36871,8206,16411,32821,106
215,429,857,1713,3425,6849,13697,27393,54785,44034,22532,45063,24590,49179,32822,108
219,437,873,1745,3489,6977,13953,27905,55809,46082,26628,53255,40974,16412,32823,110
223,445,889,1777,3553,7105,14209,28417,56833,48130,30724,61447,57358,49180,32824,112
227,453,905,1809,3617,7233,14465,28929,57857,50178,34820,4104,8207,16413,32825,114
231,461,921,1841,3681,7361,14721,29441,58881,52226,38916,12296,24591,49181,32826,116
235,469,937,1873,3745,7489,14977,29953,59905,54274,43012,20488,40975,16414,32827,118
239,477,953,1905,3809,7617,15233,30465,60929,56322,47108,28680,57359,49182,32828,120
243,485,969,1937,3873,7745,15489,30977,61953,58370,51204,36872,8208,16415,32829,122
247,493,985,1969,3937,7873,15745,31489,62977,60418,55300,45064,24592,49183,32830,124
251,501,1001,2001,4001,8001,16001,32001,64001,62466,59396,53256,40976,16416,32831,126
255,509,1017,2033,4065,8129,16257,32513,65025,64514,63492,61448,57360,49184,32832,128
259,517,1033,2065,4129,8257,16513,33025,514,1027,2053,4105,8209,16417,32833,130
263,525,1049,2097,4193,8385,16769,33537,1538,3075,6149,12297,24593,49185,32834,132
267,533,1065,2129,4257,8513,17025,34049,2562,5123,10245,20489,40977,16418,32835,134
271,541,1081,2161,4321,8641,17281,34561,3586,7171,14341,28681,57361,49186,32836,136
275,549,1097,2193,4385,8769,17537,35073,4610,9219,18437,36873,8210,16419,32837,138
279,557,1113,2225,4449,8897,17793,35585,5634,11267,22533,45065,24594,49187,32838,140
283,565,1129,2257,4513,9025,18049,36097,6658,13315,26629,53257,40978,16420,32839,142
287,573,1145,2289,4577,9153,18305,36609,7682,15363,30725,61449,57362,49188,32840,144
291,581,1161,2321,4641,9281,18561,37121,8706,17411,34821,4106,8211,16421,32841,146
295,589,1177,2353,4705,9409,18817,37633,9730,19459,38917,12298,24595,49189,32842,148
299,597,1193,2385,4769,9537,19073,38145,10754,21507,43013,20490,40979,16422,32843,150
303,605,1209,2417,4833,9665,19329,38657,11778,23555,47109,28682,57363,49190,32844,152
307,613,1225,2449,4897,9793,19585,39169,12802,25603,51205,36874,8212,16423,32845,154
311,621,1241,2481,4961,9921,19841,39681,13826,27651,55301,45066,24596,49191,32846,156
315,629,1257,2513,5025,10049,20097,40193,14850,29699,59397,53258,40980,16424,32847,158
319,637,1273,2545,5089,10177,20353,40705,15874,31747,63493,61450,57364,49192,32848,160
323,645,1289,2577,5153,10305,20609,41217,16898,33795,2054,4107,8213,16425,32849,162
327,653,1305,2609,5217,10433,20865,41729,17922,35843,6150,12299,24597,49193,32850,164
331,661,1321,2641,5281,10561,21121,42241,18946,37891,10246,20491,40981,16426,32851,166
335,669,1337,2673,5345,10689,21377,42753,19970,39939,14342,28683,57365,49194,32852,168
339,677,1353,2705,5409,10817,21633,43265,20994,41987,18438,36875,8214,16427,32853,170
343,685,1369,2737,5473,10945,21889,43777,22018,44035,22534,45067,24598,49195,32854,172
347,693,1385,2769,5537,11073,22145,44289,23042,46083,26630,53259,40982,16428,32855,174
351,701,1401,2801,5601,11201,22401,44801,24066,48131,30726,61451,57366,49196,32856,176
355,709,1417,2833,5665,11329,22657,45313,25090,50179,34822,4108,8215,16429,32857,178
359,717,1433,2865,5729,11457,22913,45825,26114,52227,38918,12300,24599,49197,32858,180
363,725,1449,2897,5793,11585,23169,46337,27138,54275,43014,20492,40983,16430,32859,182
367,733,1465,2929,5857,11713,23425,46849,28162,56323,47110,28684,57367,49198,32860,184
371,741,1481,2961,5921,11841,23681,47361,29186,58371,51206,36876,8216,16431,32861,186
375,749,1497,2993,5985,11969,23937,47873,30210,60419,55302,45068,24600,49199,32862,188
379,757,1513,3025,6049,12097,24193,48385,31234,62467,59398,53260,40984,16432,32863,190
383,765,1529,3057,6113,12225,24449,48897,32258,64515,63494,61452,57368,49200,32864,192
387,773,1545,3089,6177,12353,24705,49409,33282,1028,2055,4109,8217,16433,32865,194
391,781,1561,3121,6241,12481,24961,49921,34306,3076,6151,12301,24601,49201,32866,196
395,789,1577,3153,6305,12609,25217,50433,35330,5124,10247,20493,40985,16434,32867,198
399,797,1593,3185,6369,12737,25473,50945,36354,7172,14343,28685,57369,49202,32868,200
403,805,1609,3217,6433,12865,25729,51457,37378,9220,18439,36877,8218,16435,32869,202
407,813,1625,3249,6497,12993,25985,51969,38402,11268,22535,45069,24602,49203,32870,204
411,821,1641,3281,6561,13121,26241,52481,39426,13316,26631,53261,40986,16436,32871,206
415,829,1657,3313,6625,13249,26497,52993,40450,15364,30727,61453,57370,49204,32872,208
419,837,1673,3345,6689,13377,26753,53505,41474,17412,34823,4110,8219,16437,32873,210
423,845,1689,3377,6753,13505,27009,54017,42498,19460,38919,12302,24603,49205,32874,212
427,853,1705,3409,6817,13633,27265,54529,43522,21508,43015,20494,40987,16438,32875,214
431,861,1721,3441,6881,13761,27521,55041,44546,23556,47111,28686,57371,49206,32876,216
435,869,1737,3473,6945,13889,27777,55553,45570,25604,51207,36878,8220,16439,32877,218
439,877,1753,3505,7009,14017,28033,56065,46594,27652,55303,45070,24604,49207,32878,220
443,885,1769,3537,7073,14145,28289,56577,47618,29700,59399,53262,40988,16440,32879,222
447,893,1785,3569,7137,14273,28545,57089,48642,31748,63495,61454,57372,49208,32880,224
451,901,1801,3601,7201,14401,28801,57601,49666,33796,2056,4111,8221,16441,32881,226
455,909,1817,3633,7265,14529,29057,58113,50690,35844,6152,12303,24605,49209,32882,228
459,917,1833,3665,7329,14657,29313,58625,51714,37892,10248,20495,40989,16442,32883,230
463,925,1849,3697,7393,14785,29569,59137,52738,39940,14344,28687,57373,49210,32884,232
467,933,1865,3729,7457,14913,29825,59649,53762,41988,18440,36879,8222,16443,32885,234
471,941,1881,3761,7521,15041,30081,60161,54786,44036,22536,45071,24606,49211,32886,236
475,949,1897,3793,7585,15169,30337,60673,55810,46084,26632,53263,40990,16444,32887,238
479,957,1913,3825,7649,15297,30593,61185,56834,48132,30728,61455,57374,49212,32888,240
483,965,1929,3857,7713,15425,30849,61697,57858,50180,34824,4112,8223,16445,32889,242
487,973,1945,3889,7777,15553,31105,62209,58882,52228,38920,12304,24607,49213,32890,244
491,981,1961,3921,7841,15681,31361,62721,59906,54276,43016,20496,40991,16446,32891,246
495,989,1977,3953,7905,15809,31617,63233,60930,56324,47112,28688,57375,49214,32892,248
499,997,1993,3985,7969,15937,31873,63745,61954,58372,51208,36880,8224,16447,32893,250
503,1005,2009,4017,8033,16065,32129,64257,62978,60420,55304,45072,24608,49215,32894,252
507,1013,2025,4049,8097,16193,32385,64769,64002,62468,59400,53264,40992,16448,32895,254
511,1021,2041,4081,8161,16321,32641,65281,65026,64516,63496,61456,57376,49216,32896,256
515,1029,2057,4113,8225,16449,32897,258
519,1037,2073,4145,8289,16577,33153,770,1539,3077,6153,12305,24609,49217,32898,260
523,1045,2089,4177,8353,16705,33409,1282,2563,5125,10249,20497,40993,16450,32899,262
527,1053,2105,4209,8417,16833,33665,1794,3587,7173,14345,28689,57377,49218,32900,264
531,1061,2121,4241,8481,16961,33921,2306,4611,9221,18441,36881,8226,16451,32901,266
535,1069,2137,4273,8545,17089,34177,2818,5635,11269,22537,45073,24610,49219,32902,268
539,1077,2153,4305,8609,17217,34433,3330,6659,13317,26633,53265,40994,16452,32903,270
543,1085,2169,4337,8673,17345,34689,3842,7683,15365,30729,61457,57378,49220,32904,272
547,1093,2185,4369,8737,17473,34945,4354,8707,17413,34825,4114,8227,16453,32905,274
551,1101,2201,4401,8801,17601,35201,4866,9731,19461,38921,12306,24611,49221,32906,276
555,1109,2217,4433,8865,17729,35457,5378,10755,21509,43017,20498,40995,16454,32907,278
559,1117,2233,4465,8929,17857,35713,5890,11779,23557,47113,28690,57379,49222,32908,280
563,1125,2249,4497,8993,17985,35969,6402,12803,25605,51209,36882,8228,16455,32909,282
567,1133,2265,4529,9057,18113,36225,6914,13827,27653,55305,45074,24612,49223,32910,284
571,1141,2281,4561,9121,18241,36481,7426,14851,29701,59401,53266,40996,16456,32911,286
575,1149,2297,4593,9185,18369,36737,7938,15875,31749,63497,61458,57380,49224,32912,288
579,1157,2313,4625,9249,18497,36993,8450,16899,33797,2058,4115,8229,16457,32913,290
583,1165,2329,4657,9313,18625,37249,8962,17923,35845,6154,12307,24613,49225,32914,292
587,1173,2345,4689,9377,18753,37505,9474,18947,37893,10250,20499,40997,16458,32915,294
591,1181,2361,4721,9441,18881,37761,9986,19971,39941,14346,28691,57381,49226,32916,296
595,1189,2377,4753,9505,19009,38017,10498,20995,41989,18442,36883,8230,16459,32917,298
599,1197,2393,4785,9569,19137,38273,11010,22019,44037,22538,45075,24614,49227,32918,300
603,1205,2409,4817,9633,19265,38529,11522,23043,46085,26634,53267,40998,16460,32919,302
607,1213,2425,4849,9697,19393,38785,12034,24067,48133,30730,61459,57382,49228,32920,304
611,1221,2441,4881,9761,19521,39041,12546,25091,50181,34826,4116,8231,16461,32921,306
615,1229,2457,4913,9825,19649,39297,13058,26115,52229,38922,12308,24615,49229,32922,308
619,1237,2473,4945,9889,19777,39553,13570,27139,54277,43018,20500,40999,16462,32923,310
623,1245,2489,4977,9953,19905,39809,14082,28163,56325,47114,28692,57383,49230,32924,312
627,1253,2505,5009,10017,20033,40065,14594,29187,58373,51210,36884,8232,16463,32925,314
631,1261,2521,5041,10081,20161,40321,15106,30211,60421,55306,45076,24616,49231,32926,316
635,1269,2537,5073,10145,20289,40577,15618,31235,62469,59402,53268,41000,16464,32927,318
639,1277,2553,5105,10209,20417,40833,16130,32259,64517,63498,61460,57384,49232,32928,320
643,1285,2569,5137,10273,20545,41089,16642,33283,1030,2059,4117,8233,16465,32929,322
647,1293,2585,5169,10337,20673,41345,17154,34307,3078,6155,12309,24617,49233,32930,324
651,1301,2601,5201,10401,20801,41601,17666,35331,5126,10251,20501,41001,16466,32931,326
655,1309,2617,5233,10465,20929,41857,18178,36355,7174,14347,28693,57385,49234,32932,328
659,1317,2633,5265,10529,21057,42113,18690,37379,9222,18443,36885,8234,16467,32933,330
663,1325,2649,5297,10593,21185,42369,19202,38403,11270,22539,45077,24618,49235,32934,332
667,1333,2665,5329,10657,21313,42625,19714,39427,13318,26635,53269,41002,16468,32935,334
671,1341,2681,5361,10721,21441,42881,20226,40451,15366,30731,61461,57386,49236,32936,336
675,1349,2697,5393,10785,21569,43137,20738,41475,17414,34827,4118,8235,16469,32937,338
679,1357,2713,5425,10849,21697,43393,21250,42499,19462,38923,12310,24619,49237,32938,340
683,1365,2729,5457,10913,21825,43649,21762,43523,21510,43019,20502,41003,16470,32939,342
687,1373,2745,5489,10977,21953,43905,22274,44547,23558,47115,28694,57387,49238,32940,344
691,1381,2761,5521,11041,22081,44161,22786,45571,25606,51211,36886,8236,16471,32941,346
695,1389,2777,5553,11105,22209,44417,23298,46595,27654,55307,45078,24620,49239,32942,348
699,1397,2793,5585,11169,22337,44673,23810,47619,29702,59403,53270,41004,16472,32943,350
703,1405,2809,5617,11233,22465,44929,24322,48643,31750,63499,61462,57388,49240,32944,352
707,1413,2825,5649,11297,22593,45185,24834,49667,33798,2060,4119,8237,16473,32945,354
711,1421,2841,5681,11361,22721,45441,25346,50691,35846,6156,12311,24621,49241,32946,356
715,1429,2857,5713,11425,22849,45697,25858,51715,37894,10252,20503,41005,16474,32947,358
719,1437,2873,5745,11489,22977,45953,26370,52739,39942,14348,28695,57389,49242,32948,360
723,1445,2889,5777,11553,23105,46209,26882,53763,41990,18444,36887,8238,16475,32949,362
727,1453,2905,5809,11617,23233,46465,27394,54787,44038,22540,45079,24622,49243,32950,364
731,1461,2921,5841,11681,23361,46721,27906,55811,46086,26636,53271,41006,16476,32951,366
735,1469,2937,5873,11745,23489,46977,28418,56835,48134,30732,61463,57390,49244,32952,368
739,1477,2953,5905,11809,23617,47233,28930,57859,50182,34828,4120,8239,16477,32953,370
743,1485,2969,5937,11873,23745,47489,29442,58883,52230,38924,12312,24623,49245,32954,372
747,1493,2985,5969,11937,23873,47745,29954,59907,54278,43020,20504,41007,16478,32955,374
751,1501,3001,6001,12001,24001,48001,30466,60931,56326,47116,28696,57391,49246,32956,376
755,1509,3017,6033,12065,24129,48257,30978,61955,58374,51212,36888,8240,16479,32957,378
759,1517,3033,6065,12129,24257,48513,31490,62979,60422,55308,45080,24624,49247,32958,380
763,1525,3049,6097,12193,24385,48769,32002,64003,62470,59404,53272,41008,16480,32959,382
767,1533,3065,6129,12257,24513,49025,32514,65027,64518,63500,61464,57392,49248,32960,384
771,1541,3081,6161,12321,24641,49281,33026,516,1031,2061,4121,8241,16481,32961,386
775,1549,3097,6193,12385,24769,49537,33538,1540,3079,6157,12313,24625,49249,32962,388
779,1557,3113,6225,12449,24897,49793,34050,2564,5127,10253,20505,41009,16482,32963,390
783,1565,3129,6257,12513,25025,50049,34562,3588,7175,14349,28697,57393,49250,32964,392
787,1573,3145,6289,12577,25153,50305,35074,4612,9223,18445,36889,8242,16483,32965,394
791,1581,3161,6321,12641,25281,50561,35586,5636,11271,22541,45081,24626,49251,32966,396
795,1589,3177,6353,12705,25409,50817,36098,6660,13319,26637,53273,41010,16484,32967,398
799,1597,3193,6385,12769,25537,51073,36610,7684,15367,30733,61465,57394,49252,32968,400
803,1605,3209,6417,12833,25665,51329,37122,8708,17415,34829,4122,8243,16485,32969,402
807,1613,3225,6449,12897,25793,51585,37634,9732,19463,38925,12314,24627,49253,32970,404
811,1621,3241,6481,12961,25921,51841,38146,10756,21511,43021,20506,41011,16486,32971,406
815,1629,3257,6513,13025,26049,52097,38658,11780,23559,47117,28698,57395,49254,32972,408
819,1637,3273,6545,13089,26177,52353,39170,12804,25607,51213,36890,8244,16487,32973,410
823,1645,3289,6577,13153,26305,52609,39682,13828,27655,55309,45082,24628,49255,32974,412
827,1653,3305,6609,13217,26433,52865,40194,14852,29703,59405,53274,41012,16488,32975,414
831,1661,3321,6641,13281,26561,53121,40706,15876,31751,63501,61466,57396,49256,32976,416
835,1669,3337,6673,13345,26689,53377,41218,16900,33799,2062,4123,8245,16489,32977,418
839,1677,3353,6705,13409,26817,53633,41730,17924,35847,6158,12315,24629,49257,32978,420
843,1685,3369,6737,13473,26945,53889,42242,18948,37895,10254,20507,41013,16490,32979,422
847,1693,3385,6769,13537,27073,54145,42754,19972,39943,14350,28699,57397,49258,32980,424
851,1701,3401,6801,13601,27201,54401,43266,20996,41991,18446,36891,8246,16491,32981,426
855,1709,3417,6833,13665,27329,54657,43778,22020,44039,22542,45083,24630,49259,32982,428
859,1717,3433,6865,13729,27457,54913,44290,23044,46087,26638,53275,41014,16492,32983,430
863,1725,3449,6897,13793,27585,55169,44802,24068,48135,30734,61467,57398,49260,32984,432
867,1733,3465,6929,13857,27713,55425,45314,25092,50183,34830,4124,8247,16493,32985,434
871,1741,3481,6961,13921,27841,55681,45826,26116,52231,38926,12316,24631,49261,32986,436
875,1749,3497,6993,13985,27969,55937,46338,27140,54279,43022,20508,41015,16494,32987,438
879,1757,3513,7025,14049,28097,56193,46850,28164,56327,47118,28700,57399,49262,32988,440
883,1765,3529,7057,14113,28225,56449,47362,29188,58375,51214,36892,8248,16495,32989,442
887,1773,3545,7089,14177,28353,56705,47874,30212,60423,55310,45084,24632,49263,32990,444
891,1781,3561,7121,14241,28481,56961,48386,31236,62471,59406,53276,41016,16496,32991,446
895,1789,3577,7153,14305,28609,57217,48898,32260,64519,63502,61468,57400,49264,32992,448
899,1797,3593,7185,14369,28737,57473,49410,33284,1032,2063,4125,8249,16497,32993,450
903,1805,3609,7217,14433,28865,57729,49922,34308,3080,6159,12317,24633,49265,32994,452
907,1813,3625,7249,14497,28993,57985,50434,35332,5128,10255,20509,41017,16498,32995,454
911,1821,3641,7281,14561,29121,58241,50946,36356,7176,14351,28701,57401,49266,32996,456
915,1829,3657,7313,14625,29249,58497,51458,37380,9224,18447,36893,8250,16499,32997,458
919,1837,3673,7345,14689,29377,58753,51970,38404,11272,22543,45085,24634,49267,32998,460
923,1845,3689,7377,14753,29505,59009,52482,39428,13320,26639,53277,41018,16500,32999,462
927,1853,3705,7409,14817,29633,59265,52994,40452,15368,30735,61469,57402,49268,33000,464
931,1861,3721,7441,14881,29761,59521,53506,41476,17416,34831,4126,8251,16501,33001,466
935,1869,3737,7473,14945,29889,59777,54018,42500,19464,38927,12318,24635,49269,33002,468
939,1877,3753,7505,15009,30017,60033,54530,43524,21512,43023,20510,41019,16502,33003,470
943,1885,3769,7537,15073,30145,60289,55042,44548,23560,47119,28702,57403,49270,33004,472
947,1893,3785,7569,15137,30273,60545,55554,45572,25608,51215,36894,8252,16503,33005,474
951,1901,3801,7601,15201,30401,60801,56066,46596,27656,55311,45086,24636,49271,33006,476
955,1909,3817,7633,15265,30529,61057,56578,47620,29704,59407,53278,41020,16504,33007,478
959,1917,3833,7665,15329,30657,61313,57090,48644,31752,63503,61470,57404,49272,33008,480
963,1925,3849,7697,15393,30785,61569,57602,49668,33800,2064,4127,8253,16505,33009,482
967,1933,3865,7729,15457,30913,61825,58114,50692,35848,6160,12319,24637,49273,33010,484
971,1941,3881,7761,15521,31041,62081,58626,51716,37896,10256,20511,41021,16506,33011,486
975,1949,3897,7793,15585,31169,62337,59138,52740,39944,14352,28703,57405,49274,33012,488
979,1957,3913,7825,15649,31297,62593,59650,53764,41992,18448,36895,8254,16507,33013,490
983,1965,3929,7857,15713,31425,62849,60162,54788,44040,22544,45087,24638,49275,33014,492
987,1973,3945,7889,15777,31553,63105,60674,55812,46088,26640,53279,41022,16508,33015,494
991,1981,3961,7921,15841,31681,63361,61186,56836,48136,30736,61471,57406,49276,33016,496
995,1989,3977,7953,15905,31809,63617,61698,57860,50184,34832,4128,8255,16509,33017,498
999,1997,3993,7985,15969,31937,63873,62210,58884,52232,38928,12320,24639,49277,33018,500
1003,2005,4009,8017,16033,32065,64129,62722,59908,54280,43024,20512,41023,16510,33019,502
1007,2013,4025,8049,16097,32193,64385,63234,60932,56328,47120,28704,57407,49278,33020,504
1011,2021,4041,8081,16161,32321,64641,63746,61956,58376,51216,36896,8256,16511,33021,506
1015,2029,4057,8113,16225,32449,64897,64258,62980,60424,55312,45088,24640,49279,33022,508
1019,2037,4073,8145,16289,32577,65153,64770,64004,62472,59408,53280,41024,16512,33023,510
1023,2045,4089,8177,16353,32705,65409,65282,65028,64520,63504,61472,57408,49280,33024,512
1035,2069,4137,8273,16545,33089,642,1283,2565,5129,10257,20513,41025,16514,33027,518
1039,2077,4153,8305,16609,33217,898,1795,3589,7177,14353,28705,57409,49282,33028,520
1043,2085,4169,8337,16673,33345,1154,2307,4613,9225,18449,36897,8258,16515,33029,522
1047,2093,4185,8369,16737,33473,1410,2819,5637,11273,22545,45089,24642,49283,33030,524
1051,2101,4201,8401,16801,33601,1666,3331,6661,13321,26641,53281,41026,16516,33031,526
1055,2109,4217,8433,16865,33729,1922,3843,7685,15369,30737,61473,57410,49284,33032,528
1059,2117,4233,8465,16929,33857,2178,4355,8709,17417,34833,4130,8259,16517,33033,530
1063,2125,4249,8497,16993,33985,2434,4867,9733,19465,38929,12322,24643,49285,33034,532
1067,2133,4265,8529,17057,34113,2690,5379,10757,21513,43025,20514,41027,16518,33035,534
1071,2141,4281,8561,17121,34241,2946,5891,11781,23561,47121,28706,57411,49286,33036,536
1075,2149,4297,8593,17185,34369,3202,6403,12805,25609,51217,36898,8260,16519,33037,538
1079,2157,4313,8625,17249,34497,3458,6915,13829,27657,55313,45090,24644,49287,33038,540
1083,2165,4329,8657,17313,34625,3714,7427,14853,29705,59409,53282,41028,16520,33039,542
1087,2173,4345,8689,17377,34753,3970,7939,15877,31753,63505,61474,57412,49288,33040,544
1091,2181,4361,8721,17441,34881,4226,8451,16901,33801,2066,4131,8261,16521,33041,546
1095,2189,4377,8753,17505,35009,4482,8963,17925,35849,6162,12323,24645,49289,33042,548
1099,2197,4393,8785,17569,35137,4738,9475,18949,37897,10258,20515,41029,16522,33043,550
1103,2205,4409,8817,17633,35265,4994,9987,19973,39945,14354,28707,57413,49290,33044,552
1107,2213,4425,8849,17697,35393,5250,10499,20997,41993,18450,36899,8262,16523,33045,554
1111,2221,4441,8881,17761,35521,5506,11011,22021,44041,22546,45091,24646,49291,33046,556
1115,2229,4457,8913,17825,35649,5762,11523,23045,46089,26642,53283,41030,16524,33047,558
1119,2237,4473,8945,17889,35777,6018,12035,24069,48137,30738,61475,57414,49292,33048,560
1123,2245,4489,8977,17953,35905,6274,12547,25093,50185,34834,4132,8263,16525,33049,562
1127,2253,4505,9009,18017,36033,6530,13059,26117,52233,38930,12324,24647,49293,33050,564
1131,2261,4521,9041,18081,36161,6786,13571,27141,54281,43026,20516,41031,16526,33051,566
1135,2269,4537,9073,18145,36289,7042,14083,28165,56329,47122,28708,57415,49294,33052,568
1139,2277,4553,9105,18209,36417,7298,14595,29189,58377,51218,36900,8264,16527,33053,570
1143,2285,4569,9137,18273,36545,7554,15107,30213,60425,55314,45092,24648,49295,33054,572
1147,2293,4585,9169,18337,36673,7810,15619,31237,62473,59410,53284,41032,16528,33055,574
1151,2301,4601,9201,18401,36801,8066,16131,32261,64521,63506,61476,57416,49296,33056,576
1155,2309,4617,9233,18465,36929,8322,16643,33285,1034,2067,4133,8265,16529,33057,578
1159,2317,4633,9265,18529,37057,8578,17155,34309,3082,6163,12325,24649,49297,33058,580
1163,2325,4649,9297,18593,37185,8834,17667,35333,5130,10259,20517,41033,16530,33059,582
1167,2333,4665,9329,18657,37313,9090,18179,36357,7178,14355,28709,57417,49298,33060,584
1171,2341,4681,9361,18721,37441,9346,18691,37381,9226,18451,36901,8266,16531,33061,586
1175,2349,4697,9393,18785,37569,9602,19203,38405,11274,22547,45093,24650,49299,33062,588
1179,2357,4713,9425,18849,37697,9858,19715,39429,13322,26643,53285,41034,16532,33063,590
1183,2365,4729,9457,18913,37825,10114,20227,40453,15370,30739,61477,57418,49300,33064,592
1187,2373,4745,9489,18977,37953,10370,20739,41477,17418,34835,4134,8267,16533,33065,594
1191,2381,4761,9521,19041,38081,10626,21251,42501,19466,38931,12326,24651,49301,33066,596
1195,2389,4777,9553,19105,38209,10882,21763,43525,21514,43027,20518,41035,16534,33067,598
1199,2397,4793,9585,19169,38337,11138,22275,44549,23562,47123,28710,57419,49302,33068,600
1203,2405,4809,9617,19233,38465,11394,22787,45573,25610,51219,36902,8268,16535,33069,602
1207,2413,4825,9649,19297,38593,11650,23299,46597,27658,55315,45094,24652,49303,33070,604
1211,2421,4841,9681,19361,38721,11906,23811,47621,29706,59411,53286,41036,16536,33071,606
1215,2429,4857,9713,19425,38849,12162,24323,48645,31754,63507,61478,57420,49304,33072,608
1219,2437,4873,9745,19489,38977,12418,24835,49669,33802,2068,4135,8269,16537,33073,610
1223,2445,4889,9777,19553,39105,12674,25347,50693,35850,6164,12327,24653,49305,33074,612
1227,2453,4905,9809,19617,39233,12930,25859,51717,37898,10260,20519,41037,16538,33075,614
1231,2461,4921,9841,19681,39361,13186,26371,52741,39946,14356,28711,57421,49306,33076,616
1235,2469,4937,9873,19745,39489,13442,26883,53765,41994,18452,36903,8270,16539,33077,618
1239,2477,4953,9905,19809,39617,13698,27395,54789,44042,22548,45095,24654,49307,33078,620
1243,2485,4969,9937,19873,39745,13954,27907,55813,46090,26644,53287,41038,16540,33079,622
